"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"1400000US22017021300","Census Tract 213, Caddo Parish, Louisiana","2243","300","413","215","1682","319","0","13","0","13","0","13","101","152","47","52","11","17","36","42"
"1400000US22017021400","Census Tract 214, Caddo Parish, Louisiana","2528","431","1428","343","1000","439","0","13","62","52","0","13","30","55","8","14","0","13","8","14"
"1400000US22017021500","Census Tract 215, Caddo Parish, Louisiana","2181","287","1807","280","280","153","37","46","40","38","0","13","0","13","17","24","6","10","11","18"
"1400000US22017021600","Census Tract 216, Caddo Parish, Louisiana","4024","583","3241","545","560","508","79","105","87","106","0","13","0","13","57","56","0","13","57","56"
"1400000US22017021700","Census Tract 217, Caddo Parish, Louisiana","1675","176","429","140","1184","187","14","20","13","16","0","13","17","27","18","27","0","13","18","27"
"1400000US22017021800","Census Tract 218, Caddo Parish, Louisiana","1256","191","68","63","1094","210","5","8","0","13","0","13","75","48","14","23","0","13","14","23"
"1400000US22017021900","Census Tract 219, Caddo Parish, Louisiana","1045","175","31","32","1003","173","0","13","0","13","0","13","0","13","11","11","5","7","6","9"
"1400000US22017022000","Census Tract 220, Caddo Parish, Louisiana","1740","437","155","173","1553","380","0","13","0","13","0","13","21","30","11","11","5","8","6","8"
"1400000US22017022100","Census Tract 221, Caddo Parish, Louisiana","5551","847","108","76","5219","888","0","18","190","187","0","18","0","18","34","44","0","18","34","44"
"1400000US22017022200","Census Tract 222, Caddo Parish, Louisiana","4727","713","681","212","3965","751","11","18","0","13","0","13","0","13","70","112","0","13","70","112"
"1400000US22017022300","Census Tract 223, Caddo Parish, Louisiana","2389","588","216","173","2127","572","11","18","0","13","0","13","0","13","35","36","0","13","35","36"
"1400000US22017022400","Census Tract 224, Caddo Parish, Louisiana","3045","491","263","167","2652","509","0","13","22","33","0","13","28","35","80","85","7","11","73","83"
"1400000US22017022500","Census Tract 225, Caddo Parish, Louisiana","4535","585","281","96","4058","552","48","74","84","107","0","13","19","22","45","68","0","13","45","68"
"1400000US22017022600","Census Tract 226, Caddo Parish, Louisiana","2871","392","2592","406","188","114","64","75","16","18","11","24","0","13","0","13","0","13","0","13"
"1400000US22017022700","Census Tract 227, Caddo Parish, Louisiana","2269","298","2212","293","11","17","6","12","0","13","0","13","5","9","35","39","0","13","35","39"
"1400000US22017022800","Census Tract 228, Caddo Parish, Louisiana","3925","295","3476","322","123","141","0","13","41","40","0","13","7","14","278","214","42","62","236","207"
"1400000US22017022900","Census Tract 229, Caddo Parish, Louisiana","4657","604","3149","421","1323","652","33","51","98","78","0","13","0","13","54","68","0","13","54","68"
"1400000US22017023000","Census Tract 230, Caddo Parish, Louisiana","4317","479","3663","471","514","280","0","13","30","38","0","13","44","61","66","88","0","13","66","88"
"1400000US22017023100","Census Tract 231, Caddo Parish, Louisiana","1410","169","977","180","363","198","0","13","12","19","0","13","0","13","58","45","11","17","47","42"
"1400000US22017023200","Census Tract 232, Caddo Parish, Louisiana","1649","254","252","122","1343","250","0","13","0","13","0","13","28","32","26","26","0","13","26","26"
"1400000US22017023300","Census Tract 233, Caddo Parish, Louisiana","2081","307","16","18","2038","311","5","8","17","28","0","13","0","13","5","8","5","8","0","13"
"1400000US22017023400","Census Tract 234, Caddo Parish, Louisiana","6331","803","595","163","5676","804","43","51","17","26","0","18","0","18","0","18","0","18","0","18"
"1400000US22017023500","Census Tract 235, Caddo Parish, Louisiana","2970","559","164","255","2795","518","0","13","0","13","0","13","0","13","11","16","0","13","11","16"
"1400000US22017023600","Census Tract 236, Caddo Parish, Louisiana","2871","477","23","33","2806","476","0","13","0","13","0","13","0","13","42","57","0","13","42","57"
"1400000US22017023700","Census Tract 237, Caddo Parish, Louisiana","6244","918","216","123","5966","910","62","56","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US22017023800","Census Tract 238, Caddo Parish, Louisiana","5420","713","1787","317","3294","639","15","24","54","80","26","48","244","324","0","18","0","18","0","18"
"1400000US22017023901","Census Tract 239.01, Caddo Parish, Louisiana","6647","636","4448","406","1672","593","9","15","399","167","0","18","68","63","51","42","17","28","34","32"
"1400000US22017023903","Census Tract 239.03, Caddo Parish, Louisiana","4200","408","3128","374","923","325","52","44","50","50","0","13","0","13","47","54","0","13","47","54"
"1400000US22017023904","Census Tract 239.04, Caddo Parish, Louisiana","3113","361","2175","227","733","363","13","19","99","91","0","13","0","13","93","108","9","15","84","106"
"1400000US22017023905","Census Tract 239.05, Caddo Parish, Louisiana","4408","539","2212","444","1619","410","0","13","323","193","54","62","22","40","178","138","0","13","178","138"
"1400000US22017024000","Census Tract 240, Caddo Parish, Louisiana","13296","907","12061","903","804","126","73","90","253","171","18","28","0","20","87","117","0","20","87","117"
"1400000US22017024102","Census Tract 241.02, Caddo Parish, Louisiana","3702","385","2450","291","1117","235","20","20","77","96","0","13","0","13","38","49","0","13","38","49"
"1400000US22017024104","Census Tract 241.04, Caddo Parish, Louisiana","7595","667","1944","404","5023","646","0","18","283","330","0","18","0","18","345","447","37","56","308","443"
"1400000US22017024106","Census Tract 241.06, Caddo Parish, Louisiana","7861","764","2651","458","4819","847","103","72","141","126","0","18","58","86","89","132","0","18","89","132"
"1400000US22017024107","Census Tract 241.07, Caddo Parish, Louisiana","4918","557","1584","294","3275","540","17","22","35","59","0","13","7","13","0","13","0","13","0","13"
"1400000US22017024108","Census Tract 241.08, Caddo Parish, Louisiana","6542","669","3870","431","2525","699","13","23","14","24","0","18","45","65","75","97","17","25","58","96"
"1400000US22017024109","Census Tract 241.09, Caddo Parish, Louisiana","4350","421","2306","307","1535","276","0","13","170","114","0","13","30","52","309","247","0","13","309","247"
"1400000US22017024201","Census Tract 242.01, Caddo Parish, Louisiana","4445","479","873","151","3247","532","15","25","138","157","0","13","99","119","73","70","0","13","73","70"
"1400000US22017024202","Census Tract 242.02, Caddo Parish, Louisiana","7799","593","5422","560","2002","562","14","22","56","72","0","18","0","18","305","252","20","35","285","250"
"1400000US22017024203","Census Tract 242.03, Caddo Parish, Louisiana","5104","717","3924","635","1094","463","0","18","0","18","0","18","0","18","86","92","0","18","86","92"
"1400000US22017024301","Census Tract 243.01, Caddo Parish, Louisiana","6542","824","1834","379","4436","681","0","18","0","18","0","18","244","422","28","48","0","18","28","48"
"1400000US22017024303","Census Tract 243.03, Caddo Parish, Louisiana","4601","633","1466","296","2587","535","0","13","16","25","0","13","265","232","267","270","0","13","267","270"
"1400000US22017024304","Census Tract 243.04, Caddo Parish, Louisiana","4952","370","3267","376","1408","261","0","13","13","21","0","13","98","127","166","130","38","50","128","121"
"1400000US22017024400","Census Tract 244, Caddo Parish, Louisiana","4997","577","1895","557","2662","439","0","13","21","34","0","13","22","35","397","357","317","366","80","73"
"1400000US22017024503","Census Tract 245.03, Caddo Parish, Louisiana","5330","526","2415","389","2510","484","38","52","30","52","0","18","37","71","300","261","0","18","300","261"
"1400000US22017024504","Census Tract 245.04, Caddo Parish, Louisiana","6147","642","5376","626","325","109","34","35","37","48","0","18","38","42","337","223","3","6","334","223"
"1400000US22017024601","Census Tract 246.01, Caddo Parish, Louisiana","5797","717","484","174","5313","773","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US22017024602","Census Tract 246.02, Caddo Parish, Louisiana","5093","587","452","154","4555","549","15","18","7","13","0","18","15","19","49","48","0","18","49","48"
"1400000US22017024700","Census Tract 247, Caddo Parish, Louisiana","1843","249","912","147","820","244","0","13","43","48","0","13","18","28","50","35","0","13","50","35"
"1400000US22017024800","Census Tract 248, Caddo Parish, Louisiana","922","127","563","101","287","123","17","20","0","13","0","13","26","20","29","26","19","27","10","10"
"1400000US22017024900","Census Tract 249, Caddo Parish, Louisiana","3005","346","2323","337","579","225","0","13","0","13","4","7","21","29","78","81","46","62","32","51"
"1400000US22017025000","Census Tract 250, Caddo Parish, Louisiana","3595","132","2092","291","1345","297","19","24","0","13","0","13","103","100","36","44","15","27","21","36"
"1400000US22017025100","Census Tract 251, Caddo Parish, Louisiana","1564","243","1161","210","342","117","10","12","3","4","0","13","12","16","36","30","8","11","28","26"
"1400000US22017025200","Census Tract 252, Caddo Parish, Louisiana","864","167","53","19","785","165","0","13","26","32","0","13","0","13","0","13","0","13","0","13"
"1400000US22017025300","Census Tract 253, Caddo Parish, Louisiana","1456","413","574","229","853","281","2","8","0","13","0","13","27","35","0","13","0","13","0","13"
"1400000US22017025405","Census Tract 254.05, Caddo Parish, Louisiana","4706","420","4022","413","590","186","19","30","0","13","0","13","11","17","64","47","4","6","60","48"
"1400000US22017025406","Census Tract 254.06, Caddo Parish, Louisiana","4067","360","3393","367","532","187","0","13","3","8","0","13","60","62","79","110","70","110","9","13"
"1400000US22017980000","Census Tract 9800, Caddo Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22019000100","Census Tract 1, Calcasieu Parish, Louisiana","1830","253","1169","262","592","241","15","20","22","23","0","13","14","23","18","25","0","13","18","25"
"1400000US22019000200","Census Tract 2, Calcasieu Parish, Louisiana","1369","191","72","61","1223","178","8","13","0","13","0","13","48","55","18","21","0","13","18","21"
"1400000US22019000300","Census Tract 3, Calcasieu Parish, Louisiana","1940","224","46","36","1894","232","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22019000400","Census Tract 4, Calcasieu Parish, Louisiana","1040","182","38","34","1001","189","0","13","0","13","0","13","0","13","1","4","0","13","1","4"
"1400000US22019000500","Census Tract 5, Calcasieu Parish, Louisiana","3353","290","2869","257","431","193","0","13","0","13","0","13","15","22","38","36","0","13","38","36"
"1400000US22019000600","Census Tract 6, Calcasieu Parish, Louisiana","6751","765","428","215","6006","777","0","18","46","60","0","18","217","172","54","57","0","18","54","57"
"1400000US22019000700","Census Tract 7, Calcasieu Parish, Louisiana","4592","769","2429","355","2010","727","0","13","0","13","0","13","123","159","30","51","0","13","30","51"
"1400000US22019000800","Census Tract 8, Calcasieu Parish, Louisiana","3684","409","1639","325","1965","347","12","23","61","52","0","13","0","13","7","11","0","13","7","11"
"1400000US22019000900","Census Tract 9, Calcasieu Parish, Louisiana","3935","346","816","166","3058","331","0","13","0","13","0","13","10","17","51","57","14","23","37","43"
"1400000US22019001000","Census Tract 10, Calcasieu Parish, Louisiana","3802","366","3343","422","268","153","0","13","147","131","0","13","0","13","44","66","0","13","44","66"
"1400000US22019001100","Census Tract 11, Calcasieu Parish, Louisiana","5582","573","3185","536","1808","377","0","18","300","81","0","18","3","6","286","162","0","18","286","162"
"1400000US22019001201","Census Tract 12.01, Calcasieu Parish, Louisiana","4835","508","1621","309","2885","446","0","13","67","54","0","13","0","13","262","163","8","12","254","163"
"1400000US22019001202","Census Tract 12.02, Calcasieu Parish, Louisiana","3390","408","404","200","2807","404","125","175","0","13","0","13","0","13","54","52","0","13","54","52"
"1400000US22019001300","Census Tract 13, Calcasieu Parish, Louisiana","6617","558","5605","606","609","321","0","18","155","105","0","18","0","18","248","213","0","18","248","213"
"1400000US22019001400","Census Tract 14, Calcasieu Parish, Louisiana","6016","888","533","186","5132","803","0","18","0","18","0","18","68","72","283","415","0","18","283","415"
"1400000US22019001500","Census Tract 15, Calcasieu Parish, Louisiana","1694","328","125","56","1543","325","0","13","0","13","0","13","0","13","26","33","0","13","26","33"
"1400000US22019001600","Census Tract 16, Calcasieu Parish, Louisiana","4729","572","1080","281","3343","485","39","60","4","10","0","13","24","19","239","173","0","13","239","173"
"1400000US22019001700","Census Tract 17, Calcasieu Parish, Louisiana","11018","907","6842","826","2769","612","57","69","219","228","0","20","736","547","395","231","37","63","358","214"
"1400000US22019001801","Census Tract 18.01, Calcasieu Parish, Louisiana","10771","833","8920","797","1197","539","0","20","370","179","0","20","0","20","284","238","0","20","284","238"
"1400000US22019001901","Census Tract 19.01, Calcasieu Parish, Louisiana","3974","278","3790","311","37","37","12","20","82","82","0","13","29","36","24","39","0","13","24","39"
"1400000US22019001903","Census Tract 19.03, Calcasieu Parish, Louisiana","7122","734","5706","611","495","295","165","237","456","206","0","18","23","44","277","232","49","75","228","227"
"1400000US22019001904","Census Tract 19.04, Calcasieu Parish, Louisiana","6230","582","4891","620","850","509","27","42","371","219","0","18","0","18","91","64","0","18","91","64"
"1400000US22019002000","Census Tract 20, Calcasieu Parish, Louisiana","10321","973","8681","872","1330","374","0","20","0","20","0","20","57","72","253","255","31","49","222","249"
"1400000US22019002100","Census Tract 21, Calcasieu Parish, Louisiana","3254","49","2066","229","1022","229","0","13","47","71","0","13","22","22","97","76","21","32","76","69"
"1400000US22019002201","Census Tract 22.01, Calcasieu Parish, Louisiana","8950","729","8322","713","472","216","0","18","69","91","0","18","56","91","31","39","0","18","31","39"
"1400000US22019002203","Census Tract 22.03, Calcasieu Parish, Louisiana","6267","537","5554","511","525","208","0","18","29","30","0","18","32","55","127","112","0","18","127","112"
"1400000US22019002204","Census Tract 22.04, Calcasieu Parish, Louisiana","4788","501","4241","445","345","170","29","38","0","13","0","13","113","173","60","64","0","13","60","64"
"1400000US22019002300","Census Tract 23, Calcasieu Parish, Louisiana","2974","382","2675","384","175","107","0","13","11","18","0","13","0","13","113","94","0","13","113","94"
"1400000US22019002400","Census Tract 24, Calcasieu Parish, Louisiana","6198","820","5352","811","369","301","21","38","0","18","0","18","0","18","456","356","10","17","446","354"
"1400000US22019002500","Census Tract 25, Calcasieu Parish, Louisiana","3478","359","3274","361","122","104","13","21","18","31","9","14","7","11","35","30","0","13","35","30"
"1400000US22019002600","Census Tract 26, Calcasieu Parish, Louisiana","4717","200","3621","319","866","312","28","55","23","38","0","13","119","145","60","64","9","18","51","62"
"1400000US22019002700","Census Tract 27, Calcasieu Parish, Louisiana","7981","860","7206","831","445","205","22","30","0","18","0","18","138","208","170","204","0","18","170","204"
"1400000US22019002800","Census Tract 28, Calcasieu Parish, Louisiana","4169","456","3534","450","444","314","0","13","0","13","0","13","95","133","96","121","0","13","96","121"
"1400000US22019002900","Census Tract 29, Calcasieu Parish, Louisiana","2158","225","2001","248","122","100","19","34","10","16","0","13","6","9","0","13","0","13","0","13"
"1400000US22019003000","Census Tract 30, Calcasieu Parish, Louisiana","4671","432","3997","458","359","119","32","52","17","23","0","13","0","13","266","182","0","13","266","182"
"1400000US22019003101","Census Tract 31.01, Calcasieu Parish, Louisiana","4685","498","4362","477","223","244","0","13","72","114","0","13","0","13","28","49","0","13","28","49"
"1400000US22019003102","Census Tract 31.02, Calcasieu Parish, Louisiana","2339","266","2148","234","113","140","0","13","4","6","4","8","41","39","29","28","10","16","19","22"
"1400000US22019003200","Census Tract 32, Calcasieu Parish, Louisiana","1840","309","1659","375","136","121","0","13","17","19","0","13","0","13","28","34","0","13","28","34"
"1400000US22019003300","Census Tract 33, Calcasieu Parish, Louisiana","5396","637","4752","674","407","277","0","18","136","200","0","18","35","59","66","46","0","18","66","46"
"1400000US22019003400","Census Tract 34, Calcasieu Parish, Louisiana","5751","427","5282","421","329","355","0","18","0","18","0","18","0","18","140","142","0","18","140","142"
"1400000US22019003500","Census Tract 35, Calcasieu Parish, Louisiana","3346","62","2885","237","307","182","12","20","77","114","0","13","14","24","51","51","0","13","51","51"
"1400000US22019003600","Census Tract 36, Calcasieu Parish, Louisiana","4062","450","3895","448","114","103","0","13","12","17","0","13","0","13","41","54","28","49","13","20"
"1400000US22019980000","Census Tract 9800, Calcasieu Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22019980100","Census Tract 9801, Calcasieu Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22021000100","Census Tract 1, Caldwell Parish, Louisiana","2477","412","2358","402","80","89","23","40","0","13","0","13","16","36","0","13","0","13","0","13"
"1400000US22021000200","Census Tract 2, Caldwell Parish, Louisiana","3086","308","2268","282","742","178","10","26","0","13","0","13","53","96","13","20","0","13","13","20"
"1400000US22021000300","Census Tract 3, Caldwell Parish, Louisiana","4429","449","3537","395","816","212","0","13","31","38","0","13","0","13","45","47","0","13","45","47"
"1400000US22023970100","Census Tract 9701, Cameron Parish, Louisiana","5203","221","4708","342","235","202","35","65","33","39","0","18","93","162","99","126","14","27","85","127"
"1400000US22023970201","Census Tract 9702.01, Cameron Parish, Louisiana","1727","221","1724","222","0","13","0","13","3","7","0","13","0","13","0","13","0","13","0","13"
"1400000US22023990000","Census Tract 9900, Cameron Parish, Louisiana","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22025000100","Census Tract 1, Catahoula Parish, Louisiana","4766","425","3084","254","1629","300","0","13","0","13","0","13","53","57","0","13","0","13","0","13"
"1400000US22025000200","Census Tract 2, Catahoula Parish, Louisiana","1940","364","556","121","1343","331","10","14","16","26","0","13","0","13","15","19","0","13","15","19"
"1400000US22025000300","Census Tract 3, Catahoula Parish, Louisiana","3060","276","2873","240","187","146","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22027950100","Census Tract 9501, Claiborne Parish, Louisiana","3231","404","1934","209","1285","326","0","13","0","13","0","13","0","13","12","19","12","19","0","13"
"1400000US22027950200","Census Tract 9502, Claiborne Parish, Louisiana","4305","502","2124","231","2060","349","0","13","4","6","0","13","51","31","66","50","0","13","66","50"
"1400000US22027950300","Census Tract 9503, Claiborne Parish, Louisiana","2762","342","849","182","1828","300","46","40","0","13","0","13","0","13","39","39","0","13","39","39"
"1400000US22027950400","Census Tract 9504, Claiborne Parish, Louisiana","3189","184","840","175","2279","213","0","13","18","29","0","13","0","13","52","51","0","13","52","51"
"1400000US22027950500","Census Tract 9505, Claiborne Parish, Louisiana","2498","348","1532","205","862","277","0","13","0","13","0","13","75","66","29","31","0","13","29","31"
"1400000US22029000100","Census Tract 1, Concordia Parish, Louisiana","2131","340","1372","214","752","222","0","13","0","13","0","13","0","13","7","12","0","13","7","12"
"1400000US22029000200","Census Tract 2, Concordia Parish, Louisiana","5129","443","1083","213","4046","418","0","18","0","18","0","18","0","18","0","18","0","18","0","18"
"1400000US22029000300","Census Tract 3, Concordia Parish, Louisiana","3841","412","2870","309","927","296","0","13","0","13","0","13","6","10","38","36","0","13","38","36"
"1400000US22029000400","Census Tract 4, Concordia Parish, Louisiana","4015","60","2720","251","1231","236","0","13","0","13","0","13","64","79","0","13","0","13","0","13"
"1400000US22029000500","Census Tract 5, Concordia Parish, Louisiana","4662","491","3388","304","1177","371","1","4","29","27","0","13","64","46","3","5","0","13","3","5"
"1400000US22031950100","Census Tract 9501, De Soto Parish, Louisiana","10496","515","8479","459","1552","257","224","123","27","30","0","20","0","20","214","168","0","20","214","168"
"1400000US22031950200","Census Tract 9502, De Soto Parish, Louisiana","4086","380","3110","366","798","221","8","16","0","13","0","13","3","6","167","81","9","17","158","80"
"1400000US22031950300","Census Tract 9503, De Soto Parish, Louisiana","2790","351","1522","286","1207","297","1","2","0","13","0","13","0","13","60","88","0","13","60","88"
"1400000US22031950400","Census Tract 9504, De Soto Parish, Louisiana","2903","344","968","230","1898","269","14","33","0","13","0","13","23","38","0","13","0","13","0","13"
"1400000US22031950500","Census Tract 9505, De Soto Parish, Louisiana","1917","300","363","145","1521","270","0","13","0","13","0","13","0","13","33","33","0","13","33","33"
"1400000US22031950600","Census Tract 9506, De Soto Parish, Louisiana","2681","320","394","106","2235","314","3","6","0","13","11","18","0","13","38","41","0","13","38","41"
"1400000US22031950700","Census Tract 9507, De Soto Parish, Louisiana","2416","271","1934","213","452","158","4","6","0","13","0","13","0","13","26","24","0","13","26","24"
"1400000US22033000100","Census Tract 1, East Baton Rouge Parish, Louisiana","1661","200","85","67","1562","216","0","13","0","13","0","13","0","13","14","15","0","13","14","15"
"1400000US22033000200","Census Tract 2, East Baton Rouge Parish, Louisiana","6717","1047","276","150","5970","828","0","18","0","18","0","18","388","568","83","94","35","58","48","73"
"1400000US22033000300","Census Tract 3, East Baton Rouge Parish, Louisiana","1615","312","65","49","1532","308","0","13","0","13","0","13","0","13","18","25","0","13","18","25"
"1400000US22033000400","Census Tract 4, East Baton Rouge Parish, Louisiana","2623","677","110","87","2503","705","10","16","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22033000500","Census Tract 5, East Baton Rouge Parish, Louisiana","4009","506","60","44","3949","515","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22033000601","Census Tract 6.01, East Baton Rouge Parish, Louisiana","2657","447","78","49","2579","442","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22033000602","Census Tract 6.02, East Baton Rouge Parish, Louisiana","3942","466","47","60","3895","475","0","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22033000701","Census Tract 7.01, East Baton Rouge Parish, Louisiana","2325","276","159","151","1901","367","16","26","40","40","0","13","36","58","173","218","0","13","173","218"
"1400000US22033000702","Census Tract 7.02, East Baton Rouge Parish, Louisiana","3233","992","86","62","3100","1000","0","13","10","18","0","13","37","56","0","13","0","13","0","13"
"1400000US22033000900","Census Tract 9, East Baton Rouge Parish, Louisiana","3876","481","118","71","3753","486","0","13","0","13","0","13","0","13","5","10","5","10","0","13"
"1400000US22033001000","Census Tract 10, East Baton Rouge Parish, Louisiana","3346","514","96","95","3249","544","0","13","1","5","0","13","0","13","0","13","0","13","0","13"
"1400000US22033001102","Census Tract 11.02, East Baton Rouge Parish, Louisiana","3400","414","629","224","2708","366","27","40","11","22","0","13","0","13","25","29","0","13","25","29"
"1400000US22033001103","Census Tract 11.03, East Baton Rouge Parish, Louisiana","3075","426","353","117","2708","429","0","13","0","13","0","13","0","13","14","16","6","9","8","12"
"1400000US22033001104","Census Tract 11.04, East Baton Rouge Parish, Louisiana","4141","511","569","267","3245","468","0","13","0","13","0","13","327","241","0","13","0","13","0","13"
"1400000US22033001600","Census Tract 16, East Baton Rouge Parish, Louisiana","3281","305","1948","321","1181","358","0","13","49","56","0","13","0","13","103","87","22","34","81","80"
"1400000US22033001700","Census Tract 17, East Baton Rouge Parish, Louisiana","5529","445","4265","485","1181","267","47","76","15","25","0","18","0","18","21","28","0","18","21","28"
"1400000US22033001800","Census Tract 18, East Baton Rouge Parish, Louisiana","2257","243","1522","220","453","154","0","13","19","28","0","13","71","110","192","169","0","13","192","169"
"1400000US22033001900","Census Tract 19, East Baton Rouge Parish, Louisiana","2830","294","2625","279","95","67","0","13","69","83","18","27","0","13","23","35","0","13","23","35"
"1400000US22033002000","Census Tract 20, East Baton Rouge Parish, Louisiana","3497","245","3248","273","105","80","15","25","68","76","0","13","7","12","54","49","8","12","46","48"
"1400000US22033002200","Census Tract 22, East Baton Rouge Parish, Louisiana","1226","244","242","70","978","253","0","13","0","13","0","13","0","13","6","11","0","13","6","11"
"1400000US22033002300","Census Tract 23, East Baton Rouge Parish, Louisiana","2444","260","2310","256","65","61","0","13","20","32","0","13","0","13","49","48","0","13","49","48"
"1400000US22033002400","Census Tract 24, East Baton Rouge Parish, Louisiana","2603","423","648","199","1531","319","0","13","223","211","0","13","191","202","10","16","0","13","10","16"
"1400000US22033002500","Census Tract 25, East Baton Rouge Parish, Louisiana","2751","418","1124","309","1437","236","23","36","152","113","0","13","0","13","15","21","0","13","15","21"
"1400000US22033002601","Census Tract 26.01, East Baton Rouge Parish, Louisiana","4244","456","3708","428","110","65","15","24","341","257","0","13","23","30","47","43","0","13","47","43"
"1400000US22033002602","Census Tract 26.02, East Baton Rouge Parish, Louisiana","4397","666","2930","366","1326","616","0","13","0","13","0","13","86","140","55","46","0","13","55","46"
"1400000US22033002700","Census Tract 27, East Baton Rouge Parish, Louisiana","1605","223","631","89","866","210","0","13","49","51","0","13","17","27","42","67","0","13","42","67"
"1400000US22033002801","Census Tract 28.01, East Baton Rouge Parish, Louisiana","2211","440","1478","311","498","250","0","13","127","105","0","13","29","48","79","79","5","10","74","78"
"1400000US22033002802","Census Tract 28.02, East Baton Rouge Parish, Louisiana","3851","355","2735","340","695","134","0","13","258","115","0","13","48","40","115","70","0","13","115","70"
"1400000US22033003000","Census Tract 30, East Baton Rouge Parish, Louisiana","4191","542","387","164","3764","537","0","13","8","11","0","13","6","12","26","24","10","19","16","23"
"1400000US22033003101","Census Tract 31.01, East Baton Rouge Parish, Louisiana","4381","580","0","13","4373","580","8","13","0","13","0","13","0","13","0","13","0","13","0","13"
"1400000US22033003103","Census Tract 31.03, East Baton Rouge Parish, Louisiana","1123","137","100","44","1019","137","0","13","0","13","0","13","4","8","0","13","0","13","0","13"
"1400000US22033003201","Census Tract 32.01, East Baton Rouge Parish, Louisiana","4699","523","787","140","3780","513","0","13","130","174","0","13","0","13","2","4","0","13","2","4"
"1400000US22033003202","Census Tract 32.02, East Baton Rouge Parish, Louisiana","3692","576","868","227","2772","490","18","24","10","17","0","13","0","13","24","31","0","13","24","31"
